"Hillnumber","_Section","Hillname","Section","Region","Area","Metres","Feet","Map","Map25","Gridref","Colgridref","Colheight","Drop","Gridref10","Feature","Observations","Survey","Climbed","Classification","Countyname","Revision","Comments","xcoord","ycoord","Latitude","Longitude","Streetmap","Getamap","Ma","sMa","xMa","twinMa","xsMa","M","MT","xMT","C","CTM","CTC","xC","xCT","G","GTM","GTC","GTG","sG","D","DT","xDT","Mur","sMur","Hew","sHew","N","xN","W","WO","BL","Dewey","x5","B","Hu","xHu","twinHu","Bg","T100","COH","COA","COU","CoL"
"1112","15.2","Hill of Nigg (old GR)","15B","M15B","","203","666","21","438E","NH828713","NH823712","178","25","NH 82838 71304","trig point: OS measurement","","","","xMa","","20/11/09 00:00:00","","282837","871315","57.71627","-3.96839","#http://www.streetmap.co.uk/newmap.srf?x=282837&y=871315&z=3&sv=282837,871315&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH828713#","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1113","16.1","Farrmheall","16A","M16A","","521","1709","9","446","NC308588","NC302558","159","362","NC 30836 58798","cairn","","","","Ma","","28/10/01 00:00:00","","230835","958811","58.48458","-4.9034","#http://www.streetmap.co.uk/newmap.srf?x=230835&y=958811&z=3&sv=230835,958811&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC308588#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1114","16.1","Creag Riabhach","16A","M16A","","485","1591","9","446","NC278638","NC293604","136","349","NC 27889 63790","trig point: OS measurement","","","","Ma","","15/01/03 00:00:00","","227888","963803","58.5282","-4.95764","#http://www.streetmap.co.uk/newmap.srf?x=227888&y=963803&z=3&sv=227888,963803&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC278638#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1115","16.1","An Grianan","16A","M16A","","467","1532","9","446","NC264627","NC269627","313","154","","","","","","Ma","","28/10/01 00:00:00","","226400","962700","58.51771","-4.98232","#http://www.streetmap.co.uk/newmap.srf?x=226400&y=962700&z=3&sv=226400,962700&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC264627#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1116","16.1","Fashven","16A","M16A","","460","1509","9","446","NC314675","NC311654","248","212","","","","","","Ma","","15/01/03 00:00:00","","231400","967500","58.56273","-4.90016","#http://www.streetmap.co.uk/newmap.srf?x=231400&y=967500&z=3&sv=231400,967500&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC314675#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1117","16.1","Beinn Dearg","16A","M16A","","423","1388","9","446","NC279658","NC278648","277","146","","","","","","sMa,Hu","","28/10/01 00:00:00","","227900","965800","58.54611","-4.95895","#http://www.streetmap.co.uk/newmap.srf?x=227900&y=965800&z=3&sv=227900,965800&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC279658#","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1118","16.1","Sgribhis-bheinn","16A","M16A","","371","1217","9","446","NC319713","NC311702","167","204","NC 31931 71339","trig point: OS measurement","","","","Ma","","28/10/01 00:00:00","","231930","971352","58.59749","-4.89391","#http://www.streetmap.co.uk/newmap.srf?x=231930&y=971352&z=3&sv=231930,971352&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC319713#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1119","16.1","An Socach","16A","M16A","","362","1188","9","446","NC265586","NC297578","197","165","","","","","","Ma","","28/10/01 00:00:00","","226500","958600","58.48098","-4.97749","#http://www.streetmap.co.uk/newmap.srf?x=226500&y=958600&z=3&sv=226500,958600&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC265586#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1120","16.1","Ghlas-bheinn","16A","M16A","","333","1093","9","446","NC332614","NC329602","177","156","","","","","","Ma","","15/01/03 00:00:00","","233200","961400","58.50871","-4.86479","#http://www.streetmap.co.uk/newmap.srf?x=233200&y=961400&z=3&sv=233200,961400&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC332614#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1121","16.1","Cnoc a'Ghiubhais","16A","M16A","","298","978","9","446","NC266701","NC278678","158","140","","","","","","sMa,Hu","","28/10/01 00:00:00","","226600","970100","58.58416","-4.98454","#http://www.streetmap.co.uk/newmap.srf?x=226600&y=970100&z=3&sv=226600,970100&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC266701#","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1122","16.1","Beinn Akie","16A","M16A","","288","945","9","446","NC340650","NC328633","127","161","","","","","","Ma","","15/01/03 00:00:00","","234000","965000","58.54131","-4.8537","#http://www.streetmap.co.uk/newmap.srf?x=234000&y=965000&z=3&sv=234000,965000&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC340650#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1123","16.2","Ben Hope","16B","M16B","","927","3041","9","447N 447S","NC477501","NC488402","155","772","NC 47751 50138","trig point","","","","Ma,M,Mur","","28/10/01 00:00:00","","247750","950151","58.41311","-4.60786","#http://www.streetmap.co.uk/newmap.srf?x=247750&y=950151&z=3&sv=247750,950151&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC477501#","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"1124","16.2","Foinaven [Foinne Bhein] - Ganu Mor","16B","M16B","","911.05","2989","9","445","NC315507","NC513259","224.05","687","NC 31520 50685","cairn","","Diff GPS","","Ma,C,sMur","","30/06/07 00:00:00","","231520","950700","58.41207","-4.88572","#http://www.streetmap.co.uk/newmap.srf?x=231520&y=950700&z=3&sv=231520,950700&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC315507#","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"1125","16.2","Foinaven - Ceann Garbh","16B","M16B","","902","2959","9","445","NC313514","NC313508","838","64","NC 31298 51475","cairn","","","","CTC,sMur","","15/01/03 00:00:00","","231297","951488","58.41907","-4.89009","#http://www.streetmap.co.uk/newmap.srf?x=231297&y=951488&z=3&sv=231297,951488&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC313514#","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1126","16.2","Ben Hee","16B","M16B","","873","2864","16","440N 447S","NC426339","NC401355","266","607","NC 42656 33930","trig point: OS measurement","","","","Ma,C","","28/10/01 00:00:00","","242655","933943","58.2659","-4.68391","#http://www.streetmap.co.uk/newmap.srf?x=242655&y=933943&z=3&sv=242655,933943&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC426339#","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1127","16.2","Meallan Liath Coire Mhic Dhughaill","16B","M16B","","801","2628","15","445","NC357391","NC372418","452","349","NC 35721 39137","trig point: OS measurement","","","","Ma,C","","28/10/01 00:00:00","","235720","939150","58.31007","-4.80566","#http://www.streetmap.co.uk/newmap.srf?x=235720&y=939150&z=3&sv=235720,939150&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC357391#","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1128","16.2","Cranstackie","16B","M16B","","801","2628","9","446","NC351556","NC371491","241","560","","","","","","Ma,C","","15/01/03 00:00:00","","235100","955600","58.45741","-4.82803","#http://www.streetmap.co.uk/newmap.srf?x=235100&y=955600&z=3&sv=235100,955600&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC351556#","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1129","16.2","Arkle","16B","M16B","","787","2582","9","445","NC302461","NC337452","395","392","NC 30275 46169","cairn","","","","Ma,C","","10/11/08 00:00:00","","230274","946182","58.37108","-4.90366","#http://www.streetmap.co.uk/newmap.srf?x=230274&y=946182&z=3&sv=230274,946182&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC302461#","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1130","16.2","Meall Horn","16B","M16B","","777","2549","9","445","NC352449","NC338461","513","264","NC 35260 44907","cairn","","","","Ma,C","","28/10/01 00:00:00","","235259","944920","58.36166","-4.81764","#http://www.streetmap.co.uk/newmap.srf?x=235259&y=944920&z=3&sv=235259,944920&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC352449#","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1131","16.2","Beinn Spionnaidh","16B","M16B","","773","2536","9","446","NC362572","NC357561","561","212","NC 36203 57285","trig point: OS measurement","","","","Ma,C","","10/03/07 00:00:00","","236202","957298","58.47305","-4.81039","#http://www.streetmap.co.uk/newmap.srf?x=236202&y=957298&z=3&sv=236202,957298&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC362572#","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1132","16.2","Ben Loyal - An Caisteal","16B","M16B","","764","2507","10","447S","NC578488","NC520443","155","609","NC 57806 48851","trig point","rock 30m E at NC 57805 48830 could be higher","","","Ma,C","","22/12/07 00:00:00","1:25000 map gives 764 [765]","257805","948864","58.40495","-4.43513","#http://www.streetmap.co.uk/newmap.srf?x=257805&y=948864&z=3&sv=257805,948864&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC578488#","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1133","16.2","Carn an Tionail","16B","M16B","","759","2490","16","447S","NC392390","NC385391","548","211","NC 39210 38997","cairn","","","","Ma,G","","28/10/01 00:00:00","","239209","939010","58.31011","-4.7461","#http://www.streetmap.co.uk/newmap.srf?x=239209&y=939010&z=3&sv=239209,939010&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC392390#","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1134","16.2","Sabhal Beag","16B","M16B","","732","2402","9","445","NC373429","NC365438","563","169","NC 37316 42893","flat-stoned cairn","","","","Ma,G","","28/10/01 00:00:00","","237315","942906","58.34436","-4.78113","#http://www.streetmap.co.uk/newmap.srf?x=237315&y=942906&z=3&sv=237315,942906&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC373429#","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1135","16.2","Beinn Direach","16B","M16B","","688","2257","16","447S","NC406380","NC400385","538","150","NC 40621 38047","long rock","rock is 30m NNE of cairn (NC 40610 38015)","","","Ma,G","","28/10/01 00:00:00","","240620","938060","58.3021","-4.72139","#http://www.streetmap.co.uk/newmap.srf?x=240620&y=938060&z=3&sv=240620,938060&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC406380#","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1136","16.2","Meallan Liath","16B","M16B","","601","1972","9","447N 447S","NC514503","NC503491","454","147","","","","","","sMa,ssG,Hu","","28/10/01 00:00:00","","251400","950300","58.41571","-4.54555","#http://www.streetmap.co.uk/newmap.srf?x=251400&y=950300&z=3&sv=251400,950300&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC514503#","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1137","16.2","Cnoc nan Cuilean","16B","M16B","","558","1831","10","447S 448S","NC597461","NC589461","355","203","NC 59741 46176","cairn","","obvious summit","","Ma","","15/01/03 00:00:00","","259740","946189","58.38157","-4.40042","#http://www.streetmap.co.uk/newmap.srf?x=259740&y=946189&z=3&sv=259740,946189&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC597461#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1138","16.2","Creag Dhubh Mhor","16B","M16B","","553","1814","16","440N 447S","NC458337","NC449351","397","156","","","","","","Ma","","15/01/03 00:00:00","","245800","933700","58.26483","-4.6302","#http://www.streetmap.co.uk/newmap.srf?x=245800&y=933700&z=3&sv=245800,933700&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC458337#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1139","16.2","Ben Hiel","16B","M16B","","535","1755","10","447N 447S 448N","NC595500","NC595492","325","210","NC 59583 50040","Prominent rock 7m W of cairn","","Abney level","","Ma","","15/01/03 00:00:00","","259582","950053","58.41619","-4.40548","#http://www.streetmap.co.uk/newmap.srf?x=259582&y=950053&z=3&sv=259582,950053&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC595500#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1140","16.2","An Lean-charn","16B","M16B","","521","1709","9","446 447S","NC419525","NC402457","195","326","","","","","","Ma","","15/01/03 00:00:00","","241900","952500","58.43211","-4.70949","#http://www.streetmap.co.uk/newmap.srf?x=241900&y=952500&z=3&sv=241900,952500&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC419525#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1141","16.2","Meall an Fhuarain","16B","M16B","","472","1549","16","443","NC513305","NC463321","256","216","NC 51324 30535","small cairn","","obvious summit","","Ma","","22/12/07 00:00:00","","251323","930548","58.23845","-4.53414","#http://www.streetmap.co.uk/newmap.srf?x=251323&y=930548&z=3&sv=251323,930548&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC513305#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1142","16.2","Creag Dhubh Bheag","16B","M16B","","472","1549","16","440N","NC474307","NC482274","269","203","","","","","","Ma","","28/10/01 00:00:00","","247400","930700","58.23848","-4.60099","#http://www.streetmap.co.uk/newmap.srf?x=247400&y=930700&z=3&sv=247400,930700&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC474307#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1143","16.2","Feinne-bheinn Mhor","16B","M16B","","465","1526","9","447S","NC434462","NC432470","287","178","","","","","","Ma","","28/10/01 00:00:00","","243400","946200","58.37613","-4.67954","#http://www.streetmap.co.uk/newmap.srf?x=243400&y=946200&z=3&sv=243400,946200&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC434462#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1144","16.2","Meall Meadhonach","16B","M16B","","423","1388","9","446","NC410628","NC396601","227","196","","","","","","Ma","","15/01/03 00:00:00","","241000","962800","58.52419","-4.73206","#http://www.streetmap.co.uk/newmap.srf?x=241000&y=962800&z=3&sv=241000,962800&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC410628#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1145","16.2","Meadie Ridge","16B","M16B","","414","1358","9","447S","NC499438","NC492450","255","159","","","","","","Ma","","15/01/03 00:00:00","","249900","943800","58.35687","-4.56695","#http://www.streetmap.co.uk/newmap.srf?x=249900&y=943800&z=3&sv=249900,943800&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC499438#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1146","16.2","Ben Hutig","16B","M16B","","408","1339","10","447N","NC538652","NC516612","214","194","NC 53860 65275","trig point: OS measurement","","","","Ma","","15/01/03 00:00:00","","253859","965288","58.55102","-4.51309","#http://www.streetmap.co.uk/newmap.srf?x=253859&y=965288&z=3&sv=253859,965288&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC538652#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1147","16.2","Cnoc an Daimh Mor","16B","M16B","","357","1171","10","447S","NC533427","NC562449","195","162","NC 53309 42707","cairn with yellow painted stone","","Abney level","","Ma","","10/03/07 00:00:00","","253308","942720","58.34834","-4.50809","#http://www.streetmap.co.uk/newmap.srf?x=253308&y=942720&z=3&sv=253308,942720&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC533427#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1148","16.2","Ben Screavie","16B","M16B","","332","1089","15","445","NC309393","NC330380","185","147","","","","","","sMa,Hu","","28/10/01 00:00:00","","230900","939300","58.30959","-4.88793","#http://www.streetmap.co.uk/newmap.srf?x=230900&y=939300&z=3&sv=230900,939300&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC309393#","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1149","16.2","Cnoc Craggie","16B","M16B","","319","1047","10","447N 447S 448N","NC605529","NC610547","176","143","","","","","","sMa,Hu","","28/10/01 00:00:00","","260500","952900","58.44204","-4.39151","#http://www.streetmap.co.uk/newmap.srf?x=260500&y=952900&z=3&sv=260500,952900&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC605529#","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1150","16.3","Morven","16C","M16C","","706","2316","17","444E","ND004285","NC727372","132","574","ND 00467 28520","small cairn","","obvious summit","","Ma,G,CoH","Caithness(CoH)","28/10/01 00:00:00","","300467","928532","58.23422","-3.69672","#http://www.streetmap.co.uk/newmap.srf?x=300467&y=928532&z=3&sv=300467,928532&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=ND004285#","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"1151","16.3","Scaraben","16C","M16C","","626","2054","17","444E","ND066268","ND016284","291","335","ND 06609 26827","trig point in shelter","","obvious summit","","Ma,G","","28/10/01 00:00:00","","306609","926839","58.22036","-3.59149","#http://www.streetmap.co.uk/newmap.srf?x=306609&y=926839&z=3&sv=306609,926839&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=ND066268#","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1152","16.3","Ben Griam Mor","16C","M16C","","590","1936","17","448S 449S","NC806389","NC863425","157","433","","","","","","Ma","","28/10/01 00:00:00","","280600","938900","58.32234","-4.04018","#http://www.streetmap.co.uk/newmap.srf?x=280600&y=938900&z=3&sv=280600,938900&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC806389#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1153","16.3","Ben Griam Beg","16C","M16C","","580","1903","10","449S","NC831411","NC813427","245","335","NC 83185 41165","trig point: OS measurement","","","","Ma","","15/01/03 00:00:00","","283185","941177","58.34347","-3.99723","#http://www.streetmap.co.uk/newmap.srf?x=283185&y=941177&z=3&sv=283185,941177&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC831411#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1154","16.3","Creag Scalabsdale","16C","M16C","","555","1821","17","444E","NC970240","NC960258","355","200","","","","","","Ma","","15/01/03 00:00:00","","297000","924000","58.19273","-3.75373","#http://www.streetmap.co.uk/newmap.srf?x=297000&y=924000&z=3&sv=297000,924000&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC970240#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
